variants,batchSeed,metaPowerMultiplier,permanentMissChance,pickupReactionSeconds,pickupReactionJitterSeconds,pickupActionIntervalSeconds,perkDecisionSeconds,simulationHz,totalWaves,runIndex,gameplaySeed,botSeed,win,timedOut,activeDurationSeconds,estimatedWallDurationSeconds,waveReached,level,perkDecisions,kills,merges,formed3Star,locked3Star,consumes,dropsGenerated,collected,expired,cardsFull,permanentlyMissedDrops,unresolvedDrops,expiredRate,collectedRate,mergesBeforeBoss,mergesPerRegularWave,breatherSeconds,breatherShare,bossReached,bossKilled,bossBreached,bossEntryFormed3Star,bossEntryLocked3Star,bossEntryCollected,bossSpawnFormed3Star,bossSpawnLocked3Star,bossSpawnCollected,preBossKillFormed3Star,preBossKillLocked3Star,preBossKillCollected,bossFightDurationSeconds,bossShare,peakEnemies,peakBullets,peakDrops,peakParticles
base,20260712,1,0.12,0.45,0.2,0.18,3,30,9,81,2103077099,2100715288,false,false,815.2999999999158,833.2999999999158,9,7,6,179,25,8,3,7,48,42,6,7,6,0,0.125,0.875,22,2.75,167.7333333333248,0.20573204137537363,1,0,1,7,3,34,8,3,41,0,0,0,0,0,3,4,2,0
base,20260712,1,0.12,0.45,0.2,0.18,3,30,9,82,1221524396,2315615845,false,false,812.2999999999186,830.2999999999186,9,7,6,179,19,6,3,4,36,31,5,4,5,0,0.1388888888888889,0.8611111111111112,17,2.125,167.7333333333248,0.2064918544051971,1,0,1,5,3,28,6,3,31,0,0,0,0,0,6,11,2,0
base,20260712,1,0.12,0.45,0.2,0.18,3,30,9,83,604884436,1246445482,false,false,798.0333333332649,816.0333333332649,9,7,6,179,28,8,3,16,61,54,7,16,7,0,0.11475409836065574,0.8852459016393442,25,3.125,167.7333333333248,0.2101833674449762,1,0,1,7,3,45,8,3,53,0,0,0,0,0,3,5,2,0
base,20260712,1,0.12,0.45,0.2,0.18,3,30,9,84,1429170968,2254597352,false,false,776.8333333332841,794.8333333332841,9,7,6,179,25,7,3,14,54,49,5,14,5,0,0.09259259259259259,0.9074074074074074,25,3.125,167.7333333333248,0.21591933061575036,1,0,1,7,3,41,7,3,49,0,0,0,0,0,3,4,2,0
base,20260712,1,0.12,0.45,0.2,0.18,3,30,9,85,3090036666,1569748138,false,false,835.5333333332308,853.5333333332308,9,7,6,179,25,7,3,6,43,40,3,6,3,0,0.06976744186046512,0.9302325581395349,23,2.875,167.7333333333248,0.20075001994735345,1,0,1,7,3,33,7,3,40,0,0,0,0,0,7,11,1,0
base,20260712,1,0.12,0.45,0.2,0.18,3,30,9,86,1070644286,2008798237,false,false,829.4999999999029,847.4999999999029,9,7,6,179,26,8,3,12,57,48,9,12,9,0,0.15789473684210525,0.8421052631578947,26,3.25,167.7333333333248,0.20221016676714215,1,0,1,8,3,43,8,3,48,0,0,0,0,0,7,11,3,0
base,20260712,1,0.12,0.45,0.2,0.18,3,30,9,87,63675402,4169177116,false,false,810.6333333332534,828.6333333332534,9,7,6,179,19,5,2,5,39,34,5,5,5,0,0.1282051282051282,0.8717948717948718,15,1.875,167.7333333333248,0.20691640281262552,1,0,1,4,2,28,5,2,34,0,0,0,0,0,3,7,2,0
base,20260712,1,0.12,0.45,0.2,0.18,3,30,9,88,1444555853,1377558937,false,false,822.8999999999089,840.8999999999089,9,7,6,179,24,7,3,16,59,50,9,16,9,0,0.15254237288135594,0.847457627118644,21,2.625,167.7333333333248,0.20383197634383687,1,0,1,6,3,39,7,3,50,0,0,0,0,0,5,8,2,0
base,20260712,1,0.12,0.45,0.2,0.18,3,30,9,89,1067362471,1799108961,false,false,854.9333333332131,872.9333333332131,9,7,6,179,25,7,3,21,61,56,5,21,5,0,0.08196721311475409,0.9180327868852459,22,2.75,167.7333333333248,0.19619463505928147,1,0,1,6,3,42,7,3,56,0,0,0,0,0,5,11,2,0
base,20260712,1,0.12,0.45,0.2,0.18,3,30,9,90,1775346706,1778769634,false,false,832.6999999999,850.6999999999,9,7,6,179,21,6,3,6,38,36,2,6,2,0,0.05263157894736842,0.9473684210526315,15,1.875,167.7333333333248,0.20143308914776623,1,0,1,4,3,24,6,3,35,0,0,0,0,0,7,8,2,0
